Rk;Player;Nation;Pos;Squad;Age;Born;90s;CrdY;CrdR;2CrdY;Fls;Fld;Off;Crs;Int;TklW;PKwon;PKcon;OG;Recov;Won;Lost
116;Jasper Cillessen;nlNED;GK;Valencia;32;1989;16.2;1;0;0;0;1;0;0;1;0;0.0;0.0;0;20.0;1.0;0.0
117;Pathé Ciss;snSEN;MF;Rayo Vallecano;27;1994;12.2;5;0;0;19;9;1;0;30;15;0.0;1.0;1;103.0;34.0;22.0
118;Carlos Clerc;esESP;DF;Levante;29;1992;16.8;6;0;0;23;18;0;47;26;17;0.0;0.0;0;99.0;13.0;17.0
119;Coke;esESP;DF;Levante;34;1987;1.3;1;0;0;4;1;0;0;2;2;0.0;0.0;0;8.0;4.0;3.0
120;Álex Collado;esESP;MF,FW;Granada;22;1999;11.3;1;0;0;15;16;0;42;6;12;0.0;0.0;0;59.0;6.0;17.0
121;Eray Cömert;chSUI;DF;Valencia;23;1998;4.5;2;0;0;3;0;0;0;2;3;0.0;1.0;0;24.0;2.0;7.0
122;Santi Comesaña;esESP;MF;Rayo Vallecano;24;1996;29.8;12;1;1;60;56;1;10;33;56;0.0;0.0;0;213.0;56.0;63.0
123;Diego Conde;esESP;GK;Getafe;22;1998;0.1;0;0;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0
124;Francis Coquelin;frFRA;MF;Villarreal;30;1991;9.2;3;0;0;23;13;0;1;19;17;0.0;0.0;0;57.0;15.0;10.0
125;Jesús Corona;mxMEX;FW,DF;Sevilla;28;1993;12.9;2;0;0;11;27;7;52;8;7;0.0;0.0;0;64.0;7.0;13.0
126;Ángel Correa;arARG;FW,MF;Atlético Madrid;26;1995;20.6;3;1;0;24;27;10;34;10;8;0.0;0.0;0;78.0;5.0;16.0
127;Thierry Correia;ptPOR;DF;Valencia;22;1999;15.7;5;0;0;32;29;0;48;19;23;0.0;0.0;0;109.0;19.0;14.0
128;Hélder Costa;aoANG;MF,FW;Valencia;27;1994;12.4;3;0;0;28;14;1;46;3;16;0.0;0.0;0;60.0;8.0;12.0
129;Jaume Costa;esESP;DF;Mallorca;33;1988;20.3;5;1;0;21;26;2;75;23;26;0.0;0.0;0;100.0;25.0;31.0
130;Thibaut Courtois;beBEL;GK;Real Madrid;29;1992;36.0;1;0;0;1;1;0;0;0;0;0.0;1.0;0;44.0;8.0;1.0
131;Philippe Coutinho;brBRA;MF,FW;Barcelona;29;1992;5.6;1;0;0;7;13;2;19;4;3;1.0;0.0;0;23.0;2.0;4.0
132;Cristo;esESP;DF;Real Sociedad;21;2000;0.2;0;0;0;1;0;0;2;0;0;0.0;0.0;0;2.0;0.0;1.0
133;Juan Cruz Armada;esESP;DF;Osasuna;29;1992;21.5;4;0;0;19;5;0;8;16;21;0.0;0.0;0;124.0;23.0;27.0
134;Marc Cucurella;esESP;MF,DF;Getafe;23;1998;0.3;0;0;0;0;1;0;2;0;0;0.0;0.0;0;4.0;0.0;0.0
135;Jorge Cuenca;esESP;DF;Getafe;21;1999;29.8;6;2;0;33;14;0;5;39;32;0.0;0.0;0;144.0;79.0;38.0
136;Matheus Cunha;brBRA;FW;Atlético Madrid;22;1999;11.8;3;0;0;22;26;1;7;6;12;2.0;1.0;0;44.0;21.0;74.0
137;Sergi Darder;esESP;MF;Espanyol;27;1993;34.7;4;0;0;28;38;0;70;26;22;0.0;0.0;0;171.0;12.0;16.0
138;Rodrigo De Paul;arARG;MF;Atlético Madrid;27;1994;23.9;7;0;0;45;59;1;92;21;30;0.0;0.0;0;159.0;17.0;21.0
