Rodada,Sem,Dia,Data,Horário,Em casa,xG,Resultado,xG,Visitante,Público,Local,Árbitro,Relatório da Partida,Notas
Temporada regular,32,dom,2019-04-14,15:00 (10:00),Montpellier,1.9,2–1,0.3,Toulouse,11.986,Stade de la Mosson,Benoît Millot,Relatório da Partida,
Temporada regular,32,dom,2019-04-14,17:00 (12:00),Saint-Étienne,1.9,3–0,0.3,Bordeaux,33.935,Stade Geoffroy-Guichard,Ruddy Buquet,Relatório da Partida,
Temporada regular,32,dom,2019-04-14,21:00 (16:00),Lille,1.7,5–1,1.3,Paris S-G,49.712,Stade Pierre-Mauroy,Benoît Bastien,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,28,qua,2019-04-17,19:00 (14:00),Nantes,1.8,3–2,0.6,Paris S-G,34.471,Stade de la Beaujoire - Louis Fonteneau,Antony Gautier,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,33,sex,2019-04-19,19:00 (14:00),Dijon,1.3,3–2,0.8,Rennes,12.751,Stade Gaston Gérard,Olivier Thual,Relatório da Partida,
Temporada regular,33,sex,2019-04-19,20:45 (15:45),Lyon,3.0,2–1,0.8,Angers,43.917,Groupama Stadium,Benoît Millot,Relatório da Partida,
Temporada regular,33,sáb,2019-04-20,17:00 (12:00),Guingamp,1.4,1–3,1.9,Marseille,18.164,Stade du Roudourou,Mikael Lesage,Relatório da Partida,
Temporada regular,33,sáb,2019-04-20,20:00 (15:00),Strasbourg,0.4,1–3,2.5,Montpellier,25.192,Stade de la Meinau,François Letexier,Relatório da Partida,
Temporada regular,33,sáb,2019-04-20,20:00 (15:00),Nice,2.6,0–1,0.9,Caen,17.092,Stade de Nice,Jérôme Miguelgorry,Relatório da Partida,
Temporada regular,33,sáb,2019-04-20,20:00 (15:00),Nîmes,1.3,2–1,1.1,Bordeaux,17.092,Stade des Costières,Florent Batta,Relatório da Partida,
Temporada regular,33,dom,2019-04-21,15:00 (10:00),Nantes,1.2,3–2,0.4,Amiens,19.253,Stade de la Beaujoire - Louis Fonteneau,Thomas Léonard,Relatório da Partida,
Temporada regular,33,dom,2019-04-21,15:00 (10:00),Toulouse,0.6,0–0,1.2,Lille,15.002,Stadium Municipal,Nicolas Rainville,Relatório da Partida,
Temporada regular,33,dom,2019-04-21,17:00 (12:00),Reims,0.6,0–2,1.8,Saint-Étienne,19.102,Stade Auguste-Delaune II,Amaury Delerue,Relatório da Partida,
Temporada regular,33,dom,2019-04-21,21:00 (16:00),Paris S-G,2.4,3–1,1.0,Monaco,43.581,Parc des Princes,Clément Turpin,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,34,sex,2019-04-26,20:45 (15:45),Bordeaux,1.0,2–3,2.4,Lyon,27.455,Stade Matmut-Atlantique,Benoît Bastien,Relatório da Partida,
Temporada regular,34,dom,2019-04-28,15:00 (10:00),Angers,0.7,1–1,0.3,Reims,11.464,Stade Raymond Kopa,Karim Abed,Relatório da Partida,
Temporada regular,34,dom,2019-04-28,15:00 (10:00),Caen,1.7,1–0,0.9,Dijon,19.004,Stade Michel d'Ornano,Antony Gautier,Relatório da Partida,
Temporada regular,34,dom,2019-04-28,15:00 (10:00),Nice,2.1,3–0,0.8,Guingamp,16.379,Stade de Nice,Hakim Ben El Hadj Salem,Relatório da Partida,
Temporada regular,34,dom,2019-04-28,15:00 (10:00),Lille,2.4,5–0,0.9,Nîmes,36.356,Stade Pierre-Mauroy,Amaury Delerue,Relatório da Partida,
Temporada regular,34,dom,2019-04-28,15:00 (10:00),Amiens,0.5,0–0,0.3,Strasbourg,11.833,Stade de la Licorne,Stéphanie Frappart,Relatório da Partida,
Temporada regular,34,dom,2019-04-28,17:00 (12:00),Saint-Étienne,1.6,2–0,1.8,Toulouse,28.203,Stade Geoffroy-Guichard,Jeremy Stinat,Relatório da Partida,
Temporada regular,34,dom,2019-04-28,21:00 (16:00),Marseille,1.5,1–2,1.1,Nantes,51.969,Orange Vélodrome,Johan Hamel,Relatório da Partida,
Temporada regular,34,ter,2019-04-30,19:00 (14:00),Montpellier,2.1,3–2,1.2,Paris S-G,20.477,Stade de la Mosson,Mikael Lesage,Relatório da Partida,
Temporada regular,34,qua,2019-05-01,19:00 (14:00),Rennes,1.8,2–2,1.1,Monaco,28.285,Roazhon Park,Eric Wattellier,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,35,sex,2019-05-03,20:45 (15:45),Strasbourg,1.1,1–1,1.6,Marseille,25.962,Stade de la Meinau,Jérôme Miguelgorry,Relatório da Partida,
Temporada regular,35,sáb,2019-05-04,17:00 (12:00),Paris S-G,2.5,1–1,1.1,Nice,47.283,Parc des Princes,Franck Schneider,Relatório da Partida,
Temporada regular,35,sáb,2019-05-04,20:00 (15:00),Bordeaux,0.6,0–1,0.8,Angers,18.584,Stade Matmut-Atlantique,Nicolas Rainville,Relatório da Partida,
Temporada regular,35,sáb,2019-05-04,20:00 (15:00),Reims,0.4,0–3,2.0,Nîmes,13.314,Stade Auguste-Delaune II,Thomas Léonard,Relatório da Partida,
Temporada regular,35,sáb,2019-05-04,20:00 (15:00),Guingamp,0.5,0–0,0.0,Caen,16.879,Stade du Roudourou,Jérôme Brisard,Relatório da Partida,
Temporada regular,35,dom,2019-05-05,15:00 (10:00),Montpellier,0.9,1–1,0.2,Amiens,14.330,Stade de la Mosson,Olivier Thual,Relatório da Partida,
Temporada regular,35,dom,2019-05-05,15:00 (10:00),Nantes,1.9,3–0,0.8,Dijon,19.482,Stade de la Beaujoire - Louis Fonteneau,Benoît Bastien,Relatório da Partida,
Temporada regular,35,dom,2019-05-05,15:00 (10:00),Toulouse,2.3,2–2,1.9,Rennes,16.794,Stadium Municipal,Willy Delajod,Relatório da Partida,
Temporada regular,35,dom,2019-05-05,17:00 (12:00),Monaco,2.2,2–3,0.7,Saint-Étienne,9.047,Stade Louis II.,Benoît Millot,Relatório da Partida,
Temporada regular,35,dom,2019-05-05,21:00 (16:00),Lyon,1.7,2–2,1.8,Lille,56.642,Groupama Stadium,Clément Turpin,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,36,sex,2019-05-10,20:45 (15:45),Saint-Étienne,1.2,0–1,1.5,Montpellier,35.644,Stade Geoffroy-Guichard,Benoît Bastien,Relatório da Partida,
Temporada regular,36,sáb,2019-05-11,17:00 (12:00),Angers,2.4,1–2,0.8,Paris S-G,14.728,Stade Raymond Kopa,Florent Batta,Relatório da Partida,
Temporada regular,36,sáb,2019-05-11,20:00 (15:00),Amiens,0.9,0–0,0.4,Toulouse,11.684,Stade de la Licorne,François Letexier,Relatório da Partida,
Temporada regular,36,sáb,2019-05-11,20:00 (15:00),Caen,1.0,3–2,1.7,Reims,18.339,Stade Michel d'Ornano,Johan Hamel,Relatório da Partida,
Temporada regular,36,sáb,2019-05-11,20:00 (15:00),Nice,1.8,1–1,2.1,Nantes,16.372,Stade de Nice,Stéphanie Frappart,Relatório da Partida,
Temporada regular,36,sáb,2019-05-11,20:00 (15:00),Dijon,1.4,2–1,2.0,Strasbourg,13.105,Stade Gaston Gérard,Hakim Ben El Hadj Salem,Relatório da Partida,
Temporada regular,36,sáb,2019-05-11,20:00 (15:00),Nîmes,1.9,1–0,0.9,Monaco,14.811,Stade des Costières,Jeremy Stinat,Relatório da Partida,
Temporada regular,36,dom,2019-05-12,15:00 (10:00),Rennes,1.1,1–1,2.7,Guingamp,26.119,Roazhon Park,Karim Abed,Relatório da Partida,
Temporada regular,36,dom,2019-05-12,17:00 (12:00),Lille,1.1,1–0,0.6,Bordeaux,41.413,Stade Pierre-Mauroy,Mikael Lesage,Relatório da Partida,
Temporada regular,36,dom,2019-05-12,21:00 (16:00),Marseille,1.6,0–3,1.6,Lyon,61.707,Orange Vélodrome,Ruddy Buquet,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,37,sáb,2019-05-18,21:00 (16:00),Monaco,1.1,2–0,0.7,Amiens,10.188,Stade Louis II.,Clément Turpin,Relatório da Partida,
Temporada regular,37,sáb,2019-05-18,21:00 (16:00),Strasbourg,1.9,0–2,0.8,Rennes,25.086,Stade de la Meinau,Thomas Léonard,Relatório da Partida,
Temporada regular,37,sáb,2019-05-18,21:00 (16:00),Toulouse,2.0,2–5,2.1,Marseille,24.293,Stadium Municipal,Franck Schneider,Relatório da Partida,
Temporada regular,37,sáb,2019-05-18,21:00 (16:00),Saint-Étienne,2.0,3–0,1.4,Nice,36.759,Stade Geoffroy-Guichard,Antony Gautier,Relatório da Partida,
Temporada regular,37,sáb,2019-05-18,21:00 (16:00),Bordeaux,0.8,0–1,1.5,Reims,14.247,Stade Matmut-Atlantique,Eric Wattellier,Relatório da Partida,
Temporada regular,37,sáb,2019-05-18,21:00 (16:00),Lyon,3.1,4–0,0.3,Caen,51.408,Groupama Stadium,Amaury Delerue,Relatório da Partida,
Temporada regular,37,sáb,2019-05-18,21:00 (16:00),Lille,2.8,5–0,1.4,Angers,42.704,Stade Pierre-Mauroy,François Letexier,Relatório da Partida,
Temporada regular,37,sáb,2019-05-18,21:00 (16:00),Paris S-G,3.6,4–0,0.8,Dijon,47.532,Parc des Princes,Jérôme Brisard,Relatório da Partida,
Temporada regular,37,sáb,2019-05-18,21:00 (16:00),Montpellier,0.7,1–1,1.0,Nantes,16.063,Stade de la Mosson,Ruddy Buquet,Relatório da Partida,
Temporada regular,37,sáb,2019-05-18,21:00 (16:00),Guingamp,2.9,2–2,1.8,Nîmes,12.096,Stade du Roudourou,Jérôme Miguelgorry,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,38,sex,2019-05-24,21:05 (16:05),Nantes,1.7,0–1,0.9,Strasbourg,30.636,Stade de la Beaujoire - Louis Fonteneau,Karim Abed,Relatório da Partida,
Temporada regular,38,sex,2019-05-24,21:05 (16:05),Nîmes,1.5,2–3,1.4,Lyon,14.986,Stade des Costières,François Letexier,Relatório da Partida,
Temporada regular,38,sex,2019-05-24,21:05 (16:05),Marseille,1.3,1–0,1.0,Montpellier,53.788,Orange Vélodrome,Antony Gautier,Relatório da Partida,
Temporada regular,38,sex,2019-05-24,21:05 (16:05),Dijon,1.1,2–1,0.4,Toulouse,14.050,Stade Gaston Gérard,Mikael Lesage,Relatório da Partida,
Temporada regular,38,sex,2019-05-24,21:05 (16:05),Reims,0.9,3–1,1.9,Paris S-G,20.299,Stade Auguste-Delaune II,Nicolas Rainville,Relatório da Partida,
Temporada regular,38,sex,2019-05-24,21:05 (16:05),Angers,2.1,1–1,1.6,Saint-Étienne,16.011,Stade Raymond Kopa,Johan Hamel,Relatório da Partida,
Temporada regular,38,sex,2019-05-24,21:05 (16:05),Amiens,2.4,2–1,1.1,Guingamp,11.932,Stade de la Licorne,Amaury Delerue,Relatório da Partida,
Temporada regular,38,sex,2019-05-24,21:05 (16:05),Nice,1.4,2–0,1.6,Monaco,23.356,Stade de Nice,Ruddy Buquet,Relatório da Partida,
Temporada regular,38,sex,2019-05-24,21:05 (16:05),Rennes,2.2,3–1,1.0,Lille,28.185,Roazhon Park,Olivier Thual,Relatório da Partida,
Temporada regular,38,sex,2019-05-24,21:05 (16:05),Caen,1.1,0–1,1.8,Bordeaux,19.355,Stade Michel d'Ornano,Clément Turpin,Relatório da Partida,
,,,,,,,,,,,,,,
Eliminatórias 1/2 de Rebaixamento/Promoção da França,,qui,2019-05-30,20:45 (15:45),Lens,,1–1,,Dijon,37.355,Stade Bollaert-Delelis,,Relatório da Partida,Jogo de ida/volta 1 de 2
Eliminatórias 1/2 de Rebaixamento/Promoção da França,,dom,2019-06-02,21:00 (16:00),Dijon,,3–1,,Lens,15.367,Stade Gaston Gérard,,Relatório da Partida,Jogo de ida/volta 2 de 2; Dijon venceu
