Rodada,Sem,Dia,Data,Horário,Em casa,xG,Resultado,xG,Visitante,Público,Local,Árbitro,Relatório da Partida,Notas
Temporada regular,5,dom,2020-09-27,15:00 (10:00),Dijon,1.3,2–2,2.4,Montpellier,,Stade Gaston Gérard,Aurélien Petit,Relatório da Partida,
Temporada regular,5,dom,2020-09-27,15:00 (10:00),Nîmes,0.5,1–1,1.3,Lens,,Stade des Costières,Franck Schneider,Relatório da Partida,
Temporada regular,5,dom,2020-09-27,17:00 (12:00),Lorient,0.2,1–1,1.0,Lyon,,Stade Yves Allainmat - Le Moustoir,Clément Turpin,Relatório da Partida,
Temporada regular,5,dom,2020-09-27,21:00 (16:00),Reims,0.3,0–2,3.8,Paris S-G,,Stade Auguste-Delaune II,Ruddy Buquet,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,6,sex,2020-10-02,21:00 (16:00),Paris S-G,2.4,6–1,1.0,Angers,,Parc des Princes,Franck Schneider,Relatório da Partida,
Temporada regular,6,sáb,2020-10-03,17:00 (12:00),Lens,2.1,2–0,0.1,Saint-Étienne,,Stade Bollaert-Delelis,Bastien Dechepy,Relatório da Partida,
Temporada regular,6,sáb,2020-10-03,21:00 (16:00),Nice,1.6,2–1,1.2,Nantes,,Stade de Nice,Jérôme Brisard,Relatório da Partida,
Temporada regular,6,dom,2020-10-04,13:00 (08:00),Montpellier,0.8,0–1,0.7,Nîmes,,Stade de la Mosson,Benoît Millot,Relatório da Partida,
Temporada regular,6,dom,2020-10-04,15:00 (10:00),Bordeaux,1.6,3–0,0.3,Dijon,,Stade Matmut-Atlantique,Antony Gautier,Relatório da Partida,
Temporada regular,6,dom,2020-10-04,15:00 (10:00),Brest,0.6,1–0,1.2,Monaco,,Stade Francis-Le Blé,Johan Hamel,Relatório da Partida,
Temporada regular,6,dom,2020-10-04,15:00 (10:00),Metz,1.6,3–1,0.7,Lorient,,Stade Saint-Symphorien,Jérôme Miguelgorry,Relatório da Partida,
Temporada regular,6,dom,2020-10-04,15:00 (10:00),Strasbourg,1.6,0–3,1.8,Lille,,Stade de la Meinau,Mikael Lesage,Relatório da Partida,
Temporada regular,6,dom,2020-10-04,17:00 (12:00),Rennes,1.8,2–2,1.1,Reims,,Roazhon Park,Florent Batta,Relatório da Partida,
Temporada regular,6,dom,2020-10-04,21:00 (16:00),Lyon,3.2,1–1,0.3,Marseille,,Groupama Stadium,Stéphanie Frappart,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,7,sex,2020-10-16,19:00 (14:00),Dijon,1.1,1–1,0.9,Rennes,,Stade Gaston Gérard,Bastien Dechepy,Relatório da Partida,
Temporada regular,7,sex,2020-10-16,21:00 (16:00),Nîmes,0.2,0–4,3.8,Paris S-G,,Stade des Costières,Clément Turpin,Relatório da Partida,
Temporada regular,7,sáb,2020-10-17,17:00 (12:00),Reims,0.3,1–3,2.7,Lorient,,Stade Auguste-Delaune II,Mikael Lesage,Relatório da Partida,
Temporada regular,7,sáb,2020-10-17,21:00 (16:00),Marseille,1.0,3–1,0.8,Bordeaux,,Orange Vélodrome,Franck Schneider,Relatório da Partida,
Temporada regular,7,dom,2020-10-18,13:00 (08:00),Strasbourg,2.1,2–3,3.9,Lyon,,Stade de la Meinau,Ruddy Buquet,Relatório da Partida,
Temporada regular,7,dom,2020-10-18,15:00 (10:00),Angers,1.1,1–1,1.1,Metz,,Stade Raymond Kopa,Aurélien Petit,Relatório da Partida,
Temporada regular,7,dom,2020-10-18,15:00 (10:00),Nantes,1.4,3–1,1.1,Brest,,Stade de la Beaujoire - Louis Fonteneau,Jérémie Pignard,Relatório da Partida,
Temporada regular,7,dom,2020-10-18,15:00 (10:00),Monaco,2.2,1–1,0.1,Montpellier,,Stade Louis II.,Hakim Ben El Hadj Salem,Relatório da Partida,
Temporada regular,7,dom,2020-10-18,17:00 (12:00),Saint-Étienne,0.8,1–3,2.3,Nice,,Stade Geoffroy-Guichard,Amaury Delerue,Relatório da Partida,
Temporada regular,7,dom,2020-10-18,21:00 (16:00),Lille,2.5,4–0,0.4,Lens,,Stade Pierre-Mauroy,François Letexier,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,8,sex,2020-10-23,21:00 (16:00),Rennes,1.4,1–2,1.2,Angers,,Roazhon Park,Jérémie Pignard,Relatório da Partida,
Temporada regular,8,sáb,2020-10-24,17:00 (12:00),Lorient,0.8,0–1,1.2,Marseille,,Stade Yves Allainmat - Le Moustoir,Benoît Bastien,Relatório da Partida,
Temporada regular,8,sáb,2020-10-24,21:00 (16:00),Paris S-G,3.8,4–0,1.6,Dijon,,Parc des Princes,Johan Hamel,Relatório da Partida,
Temporada regular,8,dom,2020-10-25,15:00 (11:00),Montpellier,0.3,0–4,4.0,Reims,,Stade de la Mosson,Willy Delajod,Relatório da Partida,
Temporada regular,8,dom,2020-10-25,15:00 (11:00),Brest,0.9,0–3,1.2,Strasbourg,,Stade Francis-Le Blé,Jérôme Miguelgorry,Relatório da Partida,
Temporada regular,8,dom,2020-10-25,15:00 (11:00),Bordeaux,2.1,2–0,0.7,Nîmes,,Stade Matmut-Atlantique,Bastien Dechepy,Relatório da Partida,
Temporada regular,8,dom,2020-10-25,15:00 (11:00),Metz,0.4,2–0,0.5,Saint-Étienne,5.000,Stade Saint-Symphorien,Karim Abed,Relatório da Partida,
Temporada regular,8,dom,2020-10-25,17:00 (13:00),Nice,1.2,1–1,0.6,Lille,,Stade de Nice,Franck Schneider,Relatório da Partida,
Temporada regular,8,dom,2020-10-25,21:00 (17:00),Lyon,3.3,4–1,2.0,Monaco,,Groupama Stadium,Jérôme Brisard,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,9,sáb,2020-10-31,17:00 (13:00),Rennes,1.4,2–1,1.1,Brest,,Roazhon Park,Stéphanie Frappart,Relatório da Partida,
Temporada regular,9,sáb,2020-10-31,21:00 (17:00),Nantes,1.7,0–3,2.4,Paris S-G,,Stade de la Beaujoire - Louis Fonteneau,Hakim Ben El Hadj Salem,Relatório da Partida,
Temporada regular,9,dom,2020-11-01,13:00 (09:00),Saint-Étienne,0.7,0–1,0.7,Montpellier,,Stade Geoffroy-Guichard,Jérôme Miguelgorry,Relatório da Partida,
Temporada regular,9,dom,2020-11-01,15:00 (11:00),Angers,0.4,0–3,2.3,Nice,,Stade Raymond Kopa,Jeremy Stinat,Relatório da Partida,
Temporada regular,9,dom,2020-11-01,15:00 (11:00),Dijon,0.4,0–0,1.2,Lorient,,Stade Gaston Gérard,Aurélien Petit,Relatório da Partida,
Temporada regular,9,dom,2020-11-01,15:00 (11:00),Reims,0.6,2–1,1.5,Strasbourg,,Stade Auguste-Delaune II,Eric Wattellier,Relatório da Partida,
Temporada regular,9,dom,2020-11-01,15:00 (11:00),Nîmes,0.9,0–1,0.8,Metz,,Stade des Costières,Amaury Delerue,Relatório da Partida,
Temporada regular,9,dom,2020-11-01,17:00 (13:00),Monaco,3.5,4–0,0.3,Bordeaux,,Stade Louis II.,Ruddy Buquet,Relatório da Partida,
Temporada regular,9,dom,2020-11-01,21:00 (17:00),Lille,0.6,1–1,0.6,Lyon,,Stade Pierre-Mauroy,Mikael Lesage,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,10,sex,2020-11-06,21:00 (17:00),Strasbourg,0.4,0–1,0.1,Marseille,,Stade de la Meinau,Johan Hamel,Relatório da Partida,
Temporada regular,10,sáb,2020-11-07,17:00 (13:00),Bordeaux,0.6,0–2,1.3,Montpellier,,Stade Matmut-Atlantique,Antony Gautier,Relatório da Partida,
Temporada regular,10,sáb,2020-11-07,21:00 (17:00),Paris S-G,0.9,3–0,1.0,Rennes,,Parc des Princes,Benoît Bastien,Relatório da Partida,
Temporada regular,10,dom,2020-11-08,13:00 (09:00),Brest,1.3,3–2,3.0,Lille,,Stade Francis-Le Blé,Florent Batta,Relatório da Partida,
Temporada regular,10,dom,2020-11-08,15:00 (11:00),Metz,2.2,1–1,2.0,Dijon,,Stade Saint-Symphorien,Willy Delajod,Relatório da Partida,
Temporada regular,10,dom,2020-11-08,15:00 (11:00),Lorient,1.8,0–2,1.2,Nantes,,Stade Yves Allainmat - Le Moustoir,Stéphanie Frappart,Relatório da Partida,
Temporada regular,10,dom,2020-11-08,15:00 (11:00),Nîmes,1.9,1–5,2.8,Angers,,Stade des Costières,Franck Schneider,Relatório da Partida,
Temporada regular,10,dom,2020-11-08,15:00 (11:00),Lens,1.6,4–4,1.0,Reims,,Stade Bollaert-Delelis,Thomas Léonard,Relatório da Partida,
Temporada regular,10,dom,2020-11-08,17:00 (13:00),Nice,1.0,1–2,2.0,Monaco,,Stade de Nice,Karim Abed,Relatório da Partida,
Temporada regular,10,dom,2020-11-08,21:00 (17:00),Lyon,2.8,2–1,1.9,Saint-Étienne,,Groupama Stadium,François Letexier,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,11,sex,2020-11-20,19:00 (15:00),Rennes,1.9,0–1,0.7,Bordeaux,,Roazhon Park,Karim Abed,Relatório da Partida,
Temporada regular,11,sex,2020-11-20,21:00 (17:00),Monaco,3.9,3–2,1.9,Paris S-G,,Stade Louis II.,Clément Turpin,Relatório da Partida,
Temporada regular,11,sáb,2020-11-21,17:00 (13:00),Brest,0.8,4–1,1.3,Saint-Étienne,,Stade Francis-Le Blé,Thomas Léonard,Relatório da Partida,
Temporada regular,11,dom,2020-11-22,13:00 (09:00),Nantes,1.3,1–1,1.3,Metz,,Stade de la Beaujoire - Louis Fonteneau,Benoît Millot,Relatório da Partida,
Temporada regular,11,dom,2020-11-22,15:00 (11:00),Reims,1.5,0–1,1.0,Nîmes,,Stade Auguste-Delaune II,Jeremy Stinat,Relatório da Partida,
Temporada regular,11,dom,2020-11-22,15:00 (11:00),Dijon,0.9,0–1,1.5,Lens,,Stade Gaston Gérard,Eric Wattellier,Relatório da Partida,
Temporada regular,11,dom,2020-11-22,15:00 (11:00),Montpellier,2.8,4–3,2.9,Strasbourg,,Stade de la Mosson,Jérôme Brisard,Relatório da Partida,
Temporada regular,11,dom,2020-11-22,17:00 (13:00),Angers,1.1,0–1,1.0,Lyon,,Stade Raymond Kopa,Amaury Delerue,Relatório da Partida,
Temporada regular,11,dom,2020-11-22,21:00 (17:00),Lille,3.6,4–0,0.9,Lorient,,Stade Pierre-Mauroy,Willy Delajod,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,8,qua,2020-11-25,19:00 (15:00),Lens,0.9,1–1,2.1,Nantes,,Stade Bollaert-Delelis,Florent Batta,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,12,sex,2020-11-27,21:00 (17:00),Strasbourg,0.8,1–1,2.5,Rennes,,Stade de la Meinau,Benoît Millot,Relatório da Partida,
Temporada regular,12,sáb,2020-11-28,17:00 (13:00),Marseille,2.8,3–1,0.4,Nantes,,Orange Vélodrome,Mikael Lesage,Relatório da Partida,
Temporada regular,12,sáb,2020-11-28,21:00 (17:00),Paris S-G,2.2,2–2,1.3,Bordeaux,,Parc des Princes,Jérémie Pignard,Relatório da Partida,
Temporada regular,12,dom,2020-11-29,13:00 (09:00),Lyon,1.7,3–0,0.4,Reims,,Groupama Stadium,Jérôme Miguelgorry,Relatório da Partida,
Temporada regular,12,dom,2020-11-29,15:00 (11:00),Lens,1.4,1–3,2.3,Angers,,Stade Bollaert-Delelis,Aurélien Petit,Relatório da Partida,
Temporada regular,12,dom,2020-11-29,15:00 (11:00),Monaco,3.3,3–0,0.3,Nîmes,,Stade Louis II.,Antony Gautier,Relatório da Partida,
Temporada regular,12,dom,2020-11-29,15:00 (11:00),Metz,0.9,0–2,1.5,Brest,,Stade Saint-Symphorien,Hakim Ben El Hadj Salem,Relatório da Partida,
Temporada regular,12,dom,2020-11-29,15:00 (11:00),Lorient,0.5,0–1,1.6,Montpellier,,Stade Yves Allainmat - Le Moustoir,Bastien Dechepy,Relatório da Partida,
Temporada regular,12,dom,2020-11-29,17:00 (13:00),Nice,3.1,1–3,0.9,Dijon,,Stade de Nice,François Letexier,Relatório da Partida,
Temporada regular,12,dom,2020-11-29,21:00 (17:00),Saint-Étienne,1.0,1–1,0.5,Lille,,Stade Geoffroy-Guichard,Benoît Bastien,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,13,sex,2020-12-04,21:00 (17:00),Nîmes,0.7,0–2,2.3,Marseille,,Stade des Costières,Willy Delajod,Relatório da Partida,
Temporada regular,13,sáb,2020-12-05,17:00 (13:00),Rennes,0.5,0–2,1.1,Lens,,Roazhon Park,Johan Hamel,Relatório da Partida,
Temporada regular,13,sáb,2020-12-05,21:00 (17:00),Montpellier,2.1,1–3,1.8,Paris S-G,,Stade de la Mosson,Mikael Lesage,Relatório da Partida,
Temporada regular,13,dom,2020-12-06,13:00 (09:00),Lille,1.3,2–1,0.9,Monaco,,Stade Pierre-Mauroy,Jérôme Brisard,Relatório da Partida,
Temporada regular,13,dom,2020-12-06,15:00 (11:00),Angers,2.0,2–0,0.6,Lorient,,Stade Raymond Kopa,Thomas Léonard,Relatório da Partida,
Temporada regular,13,dom,2020-12-06,15:00 (11:00),Bordeaux,2.1,1–0,0.3,Brest,,Stade Matmut-Atlantique,Franck Schneider,Relatório da Partida,
Temporada regular,13,dom,2020-12-06,15:00 (11:00),Dijon,0.5,0–0,0.7,Saint-Étienne,,Stade Gaston Gérard,Ruddy Buquet,Relatório da Partida,
Temporada regular,13,dom,2020-12-06,15:00 (11:00),Nantes,0.7,0–4,2.7,Strasbourg,,Stade de la Beaujoire - Louis Fonteneau,Clément Turpin,Relatório da Partida,
Temporada regular,13,dom,2020-12-06,17:00 (13:00),Reims,0.5,0–0,0.7,Nice,,Stade Auguste-Delaune II,Stéphanie Frappart,Relatório da Partida,
Temporada regular,13,dom,2020-12-06,21:00 (17:00),Metz,1.5,1–3,1.6,Lyon,,Stade Saint-Symphorien,Karim Abed,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,14,sex,2020-12-11,21:00 (17:00),Saint-Étienne,1.3,0–0,0.7,Angers,,Stade Geoffroy-Guichard,Jérôme Miguelgorry,Relatório da Partida,
Temporada regular,14,sáb,2020-12-12,17:00 (13:00),Marseille,1.3,2–1,1.9,Monaco,,Orange Vélodrome,Benoît Millot,Relatório da Partida,
Temporada regular,14,sáb,2020-12-12,21:00 (17:00),Lens,1.7,2–3,1.1,Montpellier,,Stade Bollaert-Delelis,Jeremy Stinat,Relatório da Partida,
Temporada regular,14,dom,2020-12-13,13:00 (09:00),Nice,0.9,0–1,1.3,Rennes,,Stade de Nice,Amaury Delerue,Relatório da Partida,
Temporada regular,14,dom,2020-12-13,15:00 (11:00),Lorient,2.7,3–0,0.5,Nîmes,,Stade Yves Allainmat - Le Moustoir,Karim Abed,Relatório da Partida,
Temporada regular,14,dom,2020-12-13,15:00 (11:00),Brest,3.0,2–1,0.6,Reims,,Stade Francis-Le Blé,Aurélien Petit,Relatório da Partida,
Temporada regular,14,dom,2020-12-13,15:00 (11:00),Strasbourg,1.1,2–2,1.7,Metz,,Stade de la Meinau,François Letexier,Relatório da Partida,
Temporada regular,14,dom,2020-12-13,15:00 (11:00),Nantes,2.8,1–1,1.2,Dijon,,Stade de la Beaujoire - Louis Fonteneau,Antony Gautier,Relatório da Partida,
Temporada regular,14,dom,2020-12-13,17:00 (13:00),Lille,1.1,2–1,0.7,Bordeaux,,Stade Pierre-Mauroy,Eric Wattellier,Relatório da Partida,
Temporada regular,14,dom,2020-12-13,21:00 (17:00),Paris S-G,0.4,0–1,0.8,Lyon,,Parc des Princes,Benoît Bastien,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,15,qua,2020-12-16,19:00 (15:00),Dijon,0.2,0–2,0.8,Lille,,Stade Gaston Gérard,Hakim Ben El Hadj Salem,Relatório da Partida,
Temporada regular,15,qua,2020-12-16,19:00 (15:00),Reims,1.8,3–2,2.0,Nantes,,Stade Auguste-Delaune II,Karim Abed,Relatório da Partida,
Temporada regular,15,qua,2020-12-16,19:00 (15:00),Angers,0.4,0–2,0.6,Strasbourg,,Stade Raymond Kopa,Bastien Dechepy,Relatório da Partida,
Temporada regular,15,qua,2020-12-16,19:00 (15:00),Montpellier,1.1,0–2,1.7,Metz,,Stade de la Mosson,Jérémie Pignard,Relatório da Partida,
Temporada regular,15,qua,2020-12-16,19:00 (15:00),Nîmes,1.1,0–2,1.8,Nice,,Stade des Costières,Ruddy Buquet,Relatório da Partida,
Temporada regular,15,qua,2020-12-16,21:00 (17:00),Monaco,0.8,0–3,1.3,Lens,,Stade Louis II.,Willy Delajod,Relatório da Partida,
Temporada regular,15,qua,2020-12-16,21:00 (17:00),Paris S-G,2.7,2–0,1.4,Lorient,,Parc des Princes,Johan Hamel,Relatório da Partida,
Temporada regular,15,qua,2020-12-16,21:00 (17:00),Rennes,1.2,2–1,1.2,Marseille,,Roazhon Park,Clément Turpin,Relatório da Partida,
Temporada regular,15,qua,2020-12-16,21:00 (17:00),Bordeaux,0.7,1–2,2.3,Saint-Étienne,,Stade Matmut-Atlantique,Stéphanie Frappart,Relatório da Partida,
Temporada regular,15,qua,2020-12-16,21:00 (17:00),Lyon,3.8,2–2,1.7,Brest,,Groupama Stadium,Jérôme Brisard,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,16,sáb,2020-12-19,17:00 (13:00),Metz,1.0,2–0,1.2,Lens,,Stade Saint-Symphorien,Amaury Delerue,Relatório da Partida,
Temporada regular,16,sáb,2020-12-19,19:00 (15:00),Marseille,1.3,1–1,0.3,Reims,,Orange Vélodrome,Thomas Léonard,Relatório da Partida,
Temporada regular,16,sáb,2020-12-19,21:00 (17:00),Nice,0.9,1–4,3.3,Lyon,,Stade de Nice,Antony Gautier,Relatório da Partida,
Temporada regular,16,dom,2020-12-20,13:00 (09:00),Brest,1.6,2–2,0.8,Montpellier,,Stade Francis-Le Blé,Benoît Millot,Relatório da Partida,
Temporada regular,16,dom,2020-12-20,15:00 (11:00),Strasbourg,1.0,0–2,1.0,Bordeaux,,Stade de la Meinau,Benoît Bastien,Relatório da Partida,
Temporada regular,16,dom,2020-12-20,15:00 (11:00),Saint-Étienne,2.9,2–2,1.6,Nîmes,,Stade Geoffroy-Guichard,Mikael Lesage,Relatório da Partida,
Temporada regular,16,dom,2020-12-20,15:00 (11:00),Dijon,1.3,0–1,0.8,Monaco,,Stade Gaston Gérard,Jeremy Stinat,Relatório da Partida,
Temporada regular,16,dom,2020-12-20,15:00 (11:00),Nantes,0.5,1–1,1.1,Angers,,Stade de la Beaujoire - Louis Fonteneau,Willy Delajod,Relatório da Partida,
Temporada regular,16,dom,2020-12-20,17:00 (13:00),Lorient,0.8,0–3,0.9,Rennes,,Stade Yves Allainmat - Le Moustoir,Eric Wattellier,Relatório da Partida,
Temporada regular,16,dom,2020-12-20,21:00 (17:00),Lille,0.5,0–0,0.7,Paris S-G,,Stade Pierre-Mauroy,François Letexier,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,17,qua,2020-12-23,19:00 (15:00),Lens,2.1,2–1,1.3,Brest,,Stade Bollaert-Delelis,Bastien Dechepy,Relatório da Partida,
Temporada regular,17,qua,2020-12-23,19:00 (15:00),Bordeaux,1.1,1–3,1.0,Reims,,Stade Matmut-Atlantique,Jérôme Brisard,Relatório da Partida,
Temporada regular,17,qua,2020-12-23,19:00 (15:00),Rennes,0.9,1–0,1.4,Metz,,Roazhon Park,Florent Batta,Relatório da Partida,
Temporada regular,17,qua,2020-12-23,19:00 (15:00),Nîmes,1.0,1–3,1.8,Dijon,,Stade des Costières,Jérémie Pignard,Relatório da Partida,
Temporada regular,17,qua,2020-12-23,19:00 (15:00),Nice,0.6,2–2,2.6,Lorient,,Stade de Nice,Aurélien Petit,Relatório da Partida,
