Rodada,Sem,Dia,Data,Horário,Em casa,xG,Resultado,xG,Visitante,Público,Local,Árbitro,Relatório da Partida,Notas
Temporada regular,33,dom,2021-04-18,15:00 (10:00),Nîmes,1.4,1–1,1.1,Strasbourg,,Stade des Costières,Antony Gautier,Relatório da Partida,
Temporada regular,33,dom,2021-04-18,15:00 (10:00),Reims,0.9,0–0,0.7,Metz,,Stade Auguste-Delaune II,Jérôme Miguelgorry,Relatório da Partida,
Temporada regular,33,dom,2021-04-18,17:05 (12:05),Bordeaux,0.8,0–3,2.1,Monaco,,Stade Matmut-Atlantique,François Letexier,Relatório da Partida,
Temporada regular,33,dom,2021-04-18,21:00 (16:00),Nantes,1.2,1–2,1.6,Lyon,,Stade de la Beaujoire - Louis Fonteneau,Benoît Bastien,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,34,sex,2021-04-23,21:00 (16:00),Reims,0.6,1–3,2.1,Marseille,,Stade Auguste-Delaune II,Eric Wattellier,Relatório da Partida,
Temporada regular,34,sáb,2021-04-24,13:00 (08:00),Saint-Étienne,0.9,1–2,1.9,Brest,,Stade Geoffroy-Guichard,Florent Batta,Relatório da Partida,
Temporada regular,34,sáb,2021-04-24,17:00 (12:00),Metz,0.7,1–3,2.9,Paris S-G,,Stade Saint-Symphorien,Willy Delajod,Relatório da Partida,
Temporada regular,34,dom,2021-04-25,13:00 (08:00),Nice,2.0,3–1,1.4,Montpellier,,Stade de Nice,Bastien Dechepy,Relatório da Partida,
Temporada regular,34,dom,2021-04-25,15:00 (10:00),Strasbourg,1.5,1–2,1.2,Nantes,,Stade de la Meinau,Ruddy Buquet,Relatório da Partida,
Temporada regular,34,dom,2021-04-25,15:00 (10:00),Rennes,3.0,5–1,1.2,Dijon,,Roazhon Park,Jeremy Stinat,Relatório da Partida,
Temporada regular,34,dom,2021-04-25,15:00 (10:00),Lens,0.6,2–1,1.6,Nîmes,,Stade Bollaert-Delelis,Aurélien Petit,Relatório da Partida,
Temporada regular,34,dom,2021-04-25,15:00 (10:00),Lorient,1.9,4–1,0.9,Bordeaux,,Stade Yves Allainmat - Le Moustoir,Jérémie Pignard,Relatório da Partida,
Temporada regular,34,dom,2021-04-25,17:05 (12:05),Angers,0.1,0–1,1.6,Monaco,,Stade Raymond Kopa,Hakim Ben El Hadj Salem,Relatório da Partida,
Temporada regular,34,dom,2021-04-25,21:00 (16:00),Lyon,1.0,2–3,1.9,Lille,,Groupama Stadium,François Letexier,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,35,sex,2021-04-30,21:00 (16:00),Marseille,1.0,1–1,0.4,Strasbourg,,Orange Vélodrome,Stéphanie Frappart,Relatório da Partida,
Temporada regular,35,sáb,2021-05-01,17:00 (12:00),Paris S-G,1.4,2–1,1.6,Lens,,Parc des Princes,Jérôme Brisard,Relatório da Partida,
Temporada regular,35,sáb,2021-05-01,21:00 (16:00),Lille,0.8,2–0,0.0,Nice,,Stade Pierre-Mauroy,Amaury Delerue,Relatório da Partida,
Temporada regular,35,dom,2021-05-02,13:00 (08:00),Bordeaux,0.8,1–0,0.6,Rennes,,Stade Matmut-Atlantique,Antony Gautier,Relatório da Partida,
Temporada regular,35,dom,2021-05-02,15:00 (10:00),Dijon,1.1,1–5,1.5,Metz,,Stade Gaston Gérard,Franck Schneider,Relatório da Partida,
Temporada regular,35,dom,2021-05-02,15:00 (10:00),Lorient,1.7,2–0,0.8,Angers,,Stade Yves Allainmat - Le Moustoir,Willy Delajod,Relatório da Partida,
Temporada regular,35,dom,2021-05-02,15:00 (10:00),Nîmes,2.5,2–2,0.8,Reims,,Stade des Costières,Benoît Millot,Relatório da Partida,
Temporada regular,35,dom,2021-05-02,15:00 (10:00),Brest,1.9,1–4,2.4,Nantes,,Stade Francis-Le Blé,Mikael Lesage,Relatório da Partida,
Temporada regular,35,dom,2021-05-02,17:05 (12:05),Montpellier,1.0,1–2,2.6,Saint-Étienne,,Stade de la Mosson,Karim Abed,Relatório da Partida,
Temporada regular,35,dom,2021-05-02,21:00 (16:00),Monaco,2.1,2–3,1.2,Lyon,,Stade Louis II.,Clément Turpin,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,36,sex,2021-05-07,21:00 (16:00),Lens,1.5,0–3,1.3,Lille,,Stade Bollaert-Delelis,Clément Turpin,Relatório da Partida,
Temporada regular,36,sáb,2021-05-08,13:00 (08:00),Nantes,2.0,3–0,0.8,Bordeaux,,Stade de la Beaujoire - Louis Fonteneau,Benoît Millot,Relatório da Partida,
Temporada regular,36,sáb,2021-05-08,17:00 (12:00),Lyon,4.3,4–1,0.6,Lorient,,Groupama Stadium,Mikael Lesage,Relatório da Partida,
Temporada regular,36,dom,2021-05-09,13:00 (08:00),Saint-Étienne,1.4,1–0,1.6,Marseille,,Stade Geoffroy-Guichard,Johan Hamel,Relatório da Partida,
Temporada regular,36,dom,2021-05-09,15:00 (10:00),Nice,2.9,3–2,0.9,Brest,,Stade de Nice,Thomas Léonard,Relatório da Partida,
Temporada regular,36,dom,2021-05-09,15:00 (10:00),Angers,1.9,3–0,0.3,Dijon,,Stade Raymond Kopa,Jérôme Brisard,Relatório da Partida,
Temporada regular,36,dom,2021-05-09,15:00 (10:00),Strasbourg,1.8,2–3,0.7,Montpellier,,Stade de la Meinau,Jérôme Miguelgorry,Relatório da Partida,
Temporada regular,36,dom,2021-05-09,15:00 (10:00),Metz,0.7,0–3,1.9,Nîmes,,Stade Saint-Symphorien,François Letexier,Relatório da Partida,
Temporada regular,36,dom,2021-05-09,17:05 (12:05),Reims,0.4,0–1,0.9,Monaco,,Stade Auguste-Delaune II,Antony Gautier,Relatório da Partida,
Temporada regular,36,dom,2021-05-09,21:00 (16:00),Rennes,1.0,1–1,1.6,Paris S-G,,Roazhon Park,Ruddy Buquet,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,37,dom,2021-05-16,21:00 (16:00),Montpellier,0.6,0–0,1.5,Brest,,Stade de la Mosson,Aurélien Petit,Relatório da Partida,
Temporada regular,37,dom,2021-05-16,21:00 (16:00),Monaco,1.4,2–1,0.4,Rennes,,Stade Louis II.,Benoît Bastien,Relatório da Partida,
Temporada regular,37,dom,2021-05-16,21:00 (16:00),Dijon,1.1,0–4,1.9,Nantes,,Stade Gaston Gérard,Karim Abed,Relatório da Partida,
Temporada regular,37,dom,2021-05-16,21:00 (16:00),Nice,0.9,0–2,1.9,Strasbourg,,Stade de Nice,Mikael Lesage,Relatório da Partida,
Temporada regular,37,dom,2021-05-16,21:00 (16:00),Lorient,1.4,2–1,0.1,Metz,,Stade Yves Allainmat - Le Moustoir,Florent Batta,Relatório da Partida,
Temporada regular,37,dom,2021-05-16,21:00 (16:00),Bordeaux,2.5,3–0,1.3,Lens,,Stade Matmut-Atlantique,Eric Wattellier,Relatório da Partida,
Temporada regular,37,dom,2021-05-16,21:00 (16:00),Paris S-G,3.6,4–0,0.1,Reims,,Parc des Princes,Clément Turpin,Relatório da Partida,
Temporada regular,37,dom,2021-05-16,21:00 (16:00),Nîmes,1.0,2–5,2.4,Lyon,,Stade des Costières,Ruddy Buquet,Relatório da Partida,
Temporada regular,37,dom,2021-05-16,21:00 (16:00),Lille,1.0,0–0,0.4,Saint-Étienne,,Stade Pierre-Mauroy,Jérôme Brisard,Relatório da Partida,
Temporada regular,37,dom,2021-05-16,21:00 (16:00),Marseille,2.4,3–2,1.7,Angers,,Orange Vélodrome,Franck Schneider,Relatório da Partida,
,,,,,,,,,,,,,,
Temporada regular,38,dom,2021-05-23,21:00 (16:00),Reims,1.0,1–2,1.1,Bordeaux,,Stade Auguste-Delaune II,Jérôme Brisard,Relatório da Partida,
Temporada regular,38,dom,2021-05-23,21:00 (16:00),Nantes,1.8,1–2,1.1,Montpellier,,Stade de la Beaujoire - Louis Fonteneau,Ruddy Buquet,Relatório da Partida,
Temporada regular,38,dom,2021-05-23,21:00 (16:00),Angers,0.6,1–2,1.6,Lille,,Stade Raymond Kopa,Benoît Bastien,Relatório da Partida,
Temporada regular,38,dom,2021-05-23,21:00 (16:00),Strasbourg,0.3,1–1,0.4,Lorient,,Stade de la Meinau,Stéphanie Frappart,Relatório da Partida,
Temporada regular,38,dom,2021-05-23,21:00 (16:00),Metz,1.1,1–1,1.3,Marseille,,Stade Saint-Symphorien,Hakim Ben El Hadj Salem,Relatório da Partida,
Temporada regular,38,dom,2021-05-23,21:00 (16:00),Rennes,1.2,2–0,0.6,Nîmes,,Roazhon Park,Willy Delajod,Relatório da Partida,
Temporada regular,38,dom,2021-05-23,21:00 (16:00),Saint-Étienne,1.4,0–1,1.3,Dijon,,Stade Geoffroy-Guichard,Antony Gautier,Relatório da Partida,
Temporada regular,38,dom,2021-05-23,21:00 (16:00),Lyon,1.4,2–3,1.6,Nice,,Groupama Stadium,Benoît Millot,Relatório da Partida,
Temporada regular,38,dom,2021-05-23,21:00 (16:00),Lens,0.2,0–0,1.5,Monaco,,Stade Bollaert-Delelis,Jérémie Pignard,Relatório da Partida,
Temporada regular,38,dom,2021-05-23,21:00 (16:00),Brest,1.4,0–2,2.4,Paris S-G,,Stade Francis-Le Blé,Mikael Lesage,Relatório da Partida,
,,,,,,,,,,,,,,
Eliminatória 1/2 de Rebaixamento/Promoção da França,,qui,2021-05-27,20:45 (15:45),Toulouse,,1–2,,Nantes,,Stadium Municipal,,Relatório da Partida,Jogo de ida/volta 1 de 2
Eliminatória 1/2 de Rebaixamento/Promoção da França,,dom,2021-05-30,18:00 (13:00),Nantes,,0–1,,Toulouse,,Stade de la Beaujoire - Louis Fonteneau,,Relatório da Partida,Jogo de ida/volta 2 de 2; Nantes venceu
